ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/HP_0002315,Headache,"",http://id.who.int/icd/entity/299098423,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.7164,Headache [0.716] | headache disorder [0.626] | Klippel-Feil syndrome [0.544],PROMOT mapping: 'Pain in head and neck' (LLM score: 0.7164) | Candidates: Headache [0.716] | headache disorder [0.626] | Klippel-Feil syndrome [0.544]
http://purl.obolibrary.org/obo/UBERON_0011648,jaw muscle,"",http://id.who.int/icd/entity/338611549,http://purl.obolibrary.org/obo/HP_0003810|http://purl.obolibrary.org/obo/HP_0008963|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009063|http://purl.obolibrary.org/obo/HP_0011727|http://purl.obolibrary.org/obo/HP_0030198,Late-onset distal muscle weakness|Tibialis muscle weakness|Generalized weakness of limb muscles|Progressive distal muscle weakness|Peroneal muscle weakness|Fatigable weakness of distal limb muscles,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.5679,jaw muscle [0.568] | musculature of body [0.547] | musculature of lower limb [0.543],PROMOT mapping: 'Muscles of lower leg' (LLM score: 0.5679) | Candidates: jaw muscle [0.568] | musculature of body [0.547] | musculature of lower limb [0.543]
http://purl.obolibrary.org/obo/UBERON_0004535,cardiovascular system,"",http://id.who.int/icd/entity/397303672|http://id.who.int/icd/entity/521411479,"","","","","","","","","","","","","","",0.6991,cardiovascular system [0.699] | vascular system [0.669] | Abnormal cardiovascular system morphology [0.63] || cardiovascular system [0.687] | vascular system [0.605] | Abnormal cardiovascular system morphology [0.591],"PROMOT mapping: 'Structure of cardiovascular system' (LLM score: 0.6991) | Candidates: cardiovascular system [0.699] | vascular system [0.669] | Abnormal cardiovascular system morphology [0.63] | PROMOT mapping: 'Structures of cardiovascular, immunological and respiratory systems' (LLM score: 0.6874) | Candidates: cardiovascular system [0.687] | vascular system [0.605] | Abnormal cardiovascular system morphology [0.591]"
http://purl.obolibrary.org/obo/MONDO_0001815,extrapyramidal and movement disease,"",http://id.who.int/icd/entity/399242087|http://id.who.int/icd/entity/412494151,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.4879,extrapyramidal and movement disease [0.488] | movement disorder [0.461] | Respiratory distress [0.459] || extrapyramidal and movement disease [0.48] | Chorea [0.462] | rippling muscle disease [0.447],PROMOT mapping: 'Recreation and leisure' (LLM score: 0.4879) | Candidates: extrapyramidal and movement disease [0.488] | movement disorder [0.461] | Respiratory distress [0.459] | PROMOT mapping: 'Running' (LLM score: 0.48) | Candidates: extrapyramidal and movement disease [0.48] | Chorea [0.462] | rippling muscle disease [0.447]
http://purl.obolibrary.org/obo/UBERON_0001846,internal ear,"",http://id.who.int/icd/entity/426292658,"","","","","","","","","","","","","","",0.5757,internal ear [0.576] | vestibular organ [0.574] | endocardium [0.529],PROMOT mapping: 'Structure of inner ear' (LLM score: 0.5757) | Candidates: internal ear [0.576] | vestibular organ [0.574] | endocardium [0.529]
http://purl.obolibrary.org/obo/UBERON_0001444,subdivision of head,"",http://id.who.int/icd/entity/436620656,"","","","","","","","","","","","","","",0.611,subdivision of head [0.611] | craniocervical region [0.569] | craniocervical muscle [0.564],PROMOT mapping: 'Structure of head and neck region' (LLM score: 0.611) | Candidates: subdivision of head [0.611] | craniocervical region [0.569] | craniocervical muscle [0.564]
http://purl.obolibrary.org/obo/HP_0011793,Neoplasm by anatomical site,"",http://id.who.int/icd/entity/437219407,"","","","","","","","","","","","","","",0.597,Neoplasm by anatomical site [0.597] | anatomical collection [0.595] | material anatomical entity [0.563],PROMOT mapping: 'Anatomical localization' (LLM score: 0.597) | Candidates: Neoplasm by anatomical site [0.597] | anatomical collection [0.595] | material anatomical entity [0.563]
http://purl.obolibrary.org/obo/HP_0001369,Arthritis,"",http://id.who.int/icd/entity/462923277,http://purl.obolibrary.org/obo/HP_0001382|http://purl.obolibrary.org/obo/HP_0001387|http://purl.obolibrary.org/obo/HP_0002804|http://purl.obolibrary.org/obo/HP_0002828,Joint hypermobility|Joint stiffness|Arthrogryposis multiplex congenita|Multiple joint contractures,"","","","","","",http://id.who.int/icd/entity/1757783224,Mobility of several joints,"","","","",0.5549,Arthritis [0.555] | non-connected functional system [0.537] | Arthralgia [0.525],PROMOT mapping: 'Joints' (LLM score: 0.5549) | Candidates: Arthritis [0.555] | non-connected functional system [0.537] | Arthralgia [0.525]
http://purl.obolibrary.org/obo/MONDO_0021128,has an isolated presentation,"",http://id.who.int/icd/entity/485719194|http://id.who.int/icd/entity/623565657|http://id.who.int/icd/entity/855039967|http://purl.obolibrary.org/obo/PROMOT_0010012|http://purl.obolibrary.org/obo/PROMOT_0010041,"","","","","","","","","","","","","","",0.5536,has an isolated presentation [0.523] | Sit to Stand Test [0.494] | Abnormal homeostasis [0.48] || has an isolated presentation [0.505] | Sit to Stand Test [0.485] | Abnormal homeostasis [0.45] || has an isolated presentation [0.554] | Sit to Stand Test [0.538] | structure [0.497] || has an isolated presentation [0.519] | Medication history [0.487] | has a syndromic presentation [0.487] || has an isolated presentation [0.502] | has a syndromic presentation [0.477] | data entity [0.463],PROMOT mapping: 'Maintaining a standing position' (LLM score: 0.5228) | Candidates: has an isolated presentation [0.523] | Sit to Stand Test [0.494] | Abnormal homeostasis [0.48] | PROMOT mapping: 'Maintaining a sitting position' (LLM score: 0.5045) | Candidates: has an isolated presentation [0.505] | Sit to Stand Test [0.485] | Abnormal homeostasis [0.45] | PROMOT mapping: 'Sitting' (LLM score: 0.5536) | Candidates: has an isolated presentation [0.554] | Sit to Stand Test [0.538] | structure [0.497] | PROMOT mapping: 'statement about a patient' (LLM score: 0.5186) | Candidates: has an isolated presentation [0.519] | Medication history [0.487] | has a syndromic presentation [0.487] | PROMOT mapping: 'Consent status' (LLM score: 0.5023) | Candidates: has an isolated presentation [0.502] | has a syndromic presentation [0.477] | data entity [0.463]
http://purl.obolibrary.org/obo/MONDO_0100620,developmental and epileptic encephalopathy,"",http://id.who.int/icd/entity/49044301,"","","","","","","","","","","","","","",0.4609,developmental and epileptic encephalopathy [0.461] | data entity [0.457] | acquired developmental and epileptic encephalopathy [0.448],PROMOT mapping: 'Education' (LLM score: 0.4609) | Candidates: developmental and epileptic encephalopathy [0.461] | data entity [0.457] | acquired developmental and epileptic encephalopathy [0.448]
http://purl.obolibrary.org/obo/MONDO_0022202,disseminated,"",http://id.who.int/icd/entity/539470158,http://snomed.info/id/840297006|http://snomed.info/id/840297006,Assessment of PROMs (patient reported outcome measures)|Assessment of patient reported outcome measures,"","","","","","","","","","","","",0.502,"disseminated [0.502] | bile [0.458] | metachromatic leukodystrophy, juvenile form [0.456]","PROMOT mapping: 'Salivation' (LLM score: 0.502) | Candidates: disseminated [0.502] | bile [0.458] | metachromatic leukodystrophy, juvenile form [0.456]"
http://purl.obolibrary.org/obo/UBERON_0000949,endocrine system,"",http://id.who.int/icd/entity/552193364|http://id.who.int/icd/entity/925451085,"","","","","","","","","","","","","","",0.6505,endocrine system [0.631] | Abnormality of metabolism/homeostasis [0.612] | disorder of metabolite absorption and transport [0.58] || endocrine system [0.651] | endocrine gland [0.607] | exocrine system [0.567],PROMOT mapping: 'Functions related to metabolism and the endocrine system' (LLM score: 0.6306) | Candidates: endocrine system [0.631] | Abnormality of metabolism/homeostasis [0.612] | disorder of metabolite absorption and transport [0.58] | PROMOT mapping: 'Endocrine gland functions' (LLM score: 0.6505) | Candidates: endocrine system [0.651] | endocrine gland [0.607] | exocrine system [0.567]
http://purl.obolibrary.org/obo/UBERON_0035118,material entity in digestive tract,"",http://id.who.int/icd/entity/553784299|http://id.who.int/icd/entity/871682135,"","","","","","","","","","","","","","",0.4188,material entity in digestive tract [0.419] | bodily fluid [0.415] | subdivision of tube [0.404] || material entity in digestive tract [0.412] | foregut [0.406] | stomach [0.394],PROMOT mapping: 'Drinking' (LLM score: 0.4188) | Candidates: material entity in digestive tract [0.419] | bodily fluid [0.415] | subdivision of tube [0.404] | PROMOT mapping: 'Preparing meals' (LLM score: 0.4122) | Candidates: material entity in digestive tract [0.412] | foregut [0.406] | stomach [0.394]
http://purl.obolibrary.org/obo/HP_6000490,Impaired heel-walking ability,"",http://id.who.int/icd/entity/555410497|http://purl.obolibrary.org/obo/PROMOT_0032014,"","","","","","","","","","","","","","",0.5904,Impaired heel-walking ability [0.478] | Impaired toe-walking ability [0.46] | Transient [0.45] || Impaired heel-walking ability [0.59] | Impaired toe-walking ability [0.568] | Limited shoulder abduction [0.529],PROMOT mapping: 'Walking short distances' (LLM score: 0.4781) | Candidates: Impaired heel-walking ability [0.478] | Impaired toe-walking ability [0.46] | Transient [0.45] | PROMOT mapping: 'Difficulty walking short distance' (LLM score: 0.5904) | Candidates: Impaired heel-walking ability [0.59] | Impaired toe-walking ability [0.568] | Limited shoulder abduction [0.529]
http://purl.obolibrary.org/obo/HP_0004347,Weakness of muscles of respiration,"",http://id.who.int/icd/entity/556694745|http://purl.obolibrary.org/obo/PROMOT_0032027|http://purl.obolibrary.org/obo/PROMOT_0032035|http://purl.obolibrary.org/obo/PROMOT_0032036|http://purl.obolibrary.org/obo/PROMOT_0032067|http://purl.obolibrary.org/obo/PROMOT_0032071|http://purl.obolibrary.org/obo/PROMOT_0032072|http://purl.obolibrary.org/obo/PROMOT_0032078,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.5503,"Weakness of muscles of respiration [0.534] | Abnormal muscle tone [0.532] | Physical Strength [0.528] || Weakness of muscles of respiration [0.483] | endolymphatic hydrops [0.463] | structure, cavities [0.459] || Weakness of muscles of respiration [0.502] | congenital generalized hypercontractile muscle stiffness syndrome [0.484] | Lumbar scoliosis [0.462] || Weakness of muscles of respiration [0.507] | congenital generalized hypercontractile muscle stiffness syndrome [0.499] | ischial cartilage element [0.465] || Weakness of muscles of respiration [0.478] | Grip Strength [0.476] | morphology [0.473] || Weakness of muscles of respiration [0.55] | contractile [0.494] | Physical Strength [0.47] || Weakness of muscles of respiration [0.545] | contractile [0.503] | Physical Strength [0.479] || Weakness of muscles of respiration [0.528] | Abnormal muscle tone [0.516] | Physical Strength [0.514]","PROMOT mapping: 'Power of muscles of the trunk' (LLM score: 0.5343) | Candidates: Weakness of muscles of respiration [0.534] | Abnormal muscle tone [0.532] | Physical Strength [0.528] | PROMOT mapping: 'Endurance of diaphragm' (LLM score: 0.4831) | Candidates: Weakness of muscles of respiration [0.483] | endolymphatic hydrops [0.463] | structure, cavities [0.459] | PROMOT mapping: 'Endurance of intercostal muscle' (LLM score: 0.5021) | Candidates: Weakness of muscles of respiration [0.502] | congenital generalized hypercontractile muscle stiffness syndrome [0.484] | Lumbar scoliosis [0.462] | PROMOT mapping: 'Endurance of a set of intercostal muscles' (LLM score: 0.5068) | Candidates: Weakness of muscles of respiration [0.507] | congenital generalized hypercontractile muscle stiffness syndrome [0.499] | ischial cartilage element [0.465] | PROMOT mapping: 'Power of first dorsal interosseous of hand' (LLM score: 0.4783) | Candidates: Weakness of muscles of respiration [0.478] | Grip Strength [0.476] | morphology [0.473] | PROMOT mapping: 'Power of intercostal muscle' (LLM score: 0.5503) | Candidates: Weakness of muscles of respiration [0.55] | contractile [0.494] | Physical Strength [0.47] | PROMOT mapping: 'Power of a set of intercostal muscles' (LLM score: 0.5453) | Candidates: Weakness of muscles of respiration [0.545] | contractile [0.503] | Physical Strength [0.479] | PROMOT mapping: 'Power of muscle of trunk' (LLM score: 0.5284) | Candidates: Weakness of muscles of respiration [0.528] | Abnormal muscle tone [0.516] | Physical Strength [0.514]"
http://purl.obolibrary.org/obo/HP_0004305,Involuntary movements,"",http://id.who.int/icd/entity/576915490,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.5527,Involuntary movements [0.553] | Abnormality of movement [0.553] | movement disorder [0.546],PROMOT mapping: 'Involuntary movement reaction functions' (LLM score: 0.5527) | Candidates: Involuntary movements [0.553] | Abnormality of movement [0.553] | movement disorder [0.546]
http://purl.obolibrary.org/obo/UBERON_0009569,subdivision of trunk,"",http://id.who.int/icd/entity/58064740|http://id.who.int/icd/entity/723417607,http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0003327|http://purl.obolibrary.org/obo/HP_0009023|http://purl.obolibrary.org/obo/PROMOT_0032019|http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Spinal rigidity|Axial muscle weakness|Abdominal wall muscle weakness|Fatigable weakness of axial muscles|Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/556694745|http://id.who.int/icd/entity/841397411,Endurance of muscle groups|Power of isolated muscles and muscle groups|Power of muscles of the trunk|Sensation of muscle stiffness,"","","","",0.6851,subdivision of trunk [0.573] | musculature of body [0.554] | muscle structure [0.548] || subdivision of trunk [0.685] | trunk region element [0.667] | trunk [0.555],PROMOT mapping: 'Muscles of trunk' (LLM score: 0.5731) | Candidates: subdivision of trunk [0.573] | musculature of body [0.554] | muscle structure [0.548] | PROMOT mapping: 'Structure of trunk' (LLM score: 0.6851) | Candidates: subdivision of trunk [0.685] | trunk region element [0.667] | trunk [0.555]
http://purl.obolibrary.org/obo/MONDO_0005137,nutritional disorder,"",http://id.who.int/icd/entity/583874291,"","","","","","","","","","","","","","",0.5478,nutritional disorder [0.548] | nutritional deficiency disease [0.469] | renal system [0.463],PROMOT mapping: 'Managing diet and fitness' (LLM score: 0.5478) | Candidates: nutritional disorder [0.548] | nutritional deficiency disease [0.469] | renal system [0.463]
http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure,"",http://id.who.int/icd/entity/606087144,"","","","","","","","","","","","","","",0.8262,reproductive structure [0.826] | reproductive organ [0.626] | Abnormality of the genital system [0.558],PROMOT mapping: 'Structure of reproductive system' (LLM score: 0.8262) | Candidates: reproductive structure [0.826] | reproductive organ [0.626] | Abnormality of the genital system [0.558]
http://purl.obolibrary.org/obo/UBERON_0011156,facial skeleton,"",http://id.who.int/icd/entity/608795582,http://purl.obolibrary.org/obo/HP_0000276|http://purl.obolibrary.org/obo/HP_0002058,Long face|Myopathic facies,"","","","","","","","","","","","",0.613,facial skeleton [0.613] | face [0.55] | bone of hip region [0.518],PROMOT mapping: 'Bones of face' (LLM score: 0.613) | Candidates: facial skeleton [0.613] | face [0.55] | bone of hip region [0.518]
http://purl.obolibrary.org/obo/MONDO_0011634,rippling muscle disease,"",http://id.who.int/icd/entity/621727843,"","","","","","","","","","","","","","",0.5797,rippling muscle disease [0.58] | Spasticity [0.57] | Paresthesia [0.564],PROMOT mapping: 'Sensation of muscle spasm' (LLM score: 0.5797) | Candidates: rippling muscle disease [0.58] | Spasticity [0.57] | Paresthesia [0.564]
http://purl.obolibrary.org/obo/UBERON_0006331,brainstem nucleus,"",http://id.who.int/icd/entity/634949825,http://purl.obolibrary.org/obo/HP_0001249,Intellectual disability,"","","","","","",http://id.who.int/icd/entity/1525383756,Intellectual functions,"","","","",0.5992,brainstem nucleus [0.599] | nucleus of brain [0.586] | Abnormal brain morphology [0.582],PROMOT mapping: 'Structure of brain' (LLM score: 0.5992) | Candidates: brainstem nucleus [0.599] | nucleus of brain [0.586] | Abnormal brain morphology [0.582]
http://purl.obolibrary.org/obo/UBERON_0015053,humerus endochondral element,"",http://id.who.int/icd/entity/640373779,"","","","","","","","","","","","","","",0.5092,humerus endochondral element [0.509] | arm bone [0.508] | forelimb bud [0.477],PROMOT mapping: 'Structure of upper arm' (LLM score: 0.5092) | Candidates: humerus endochondral element [0.509] | arm bone [0.508] | forelimb bud [0.477]
http://purl.obolibrary.org/obo/SO_0001235,replicon,"",http://id.who.int/icd/entity/670326378|http://purl.obolibrary.org/obo/PROMOT_0031003,"","","","","","","","","","","","","","",0.6177,replicon [0.618] | multi-unit eye [0.58] | polyradiculopathy [0.574] || replicon [0.513] | retrocochlear disease [0.485] | Myotonia [0.473],PROMOT mapping: 'more than one region' (LLM score: 0.6177) | Candidates: replicon [0.618] | multi-unit eye [0.58] | polyradiculopathy [0.574] | PROMOT mapping: 'lost in follow-up' (LLM score: 0.5132) | Candidates: replicon [0.513] | retrocochlear disease [0.485] | Myotonia [0.473]
http://purl.obolibrary.org/obo/UBERON_0001737,larynx,"",http://id.who.int/icd/entity/691689627|http://purl.obolibrary.org/obo/PROMOT_0032041|http://purl.obolibrary.org/obo/PROMOT_0032045|http://purl.obolibrary.org/obo/PROMOT_0032077|http://purl.obolibrary.org/obo/PROMOT_0032081,"","","","","","","","","","",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/151046878|http://id.who.int/icd/entity/553784299,Eating|Speaking|Drinking,"","",0.5977,larynx [0.598] | pharynx [0.518] | respiratory primordium [0.487] || larynx [0.469] | Abnormal muscle tone [0.457] | sphincter muscle [0.453] || larynx [0.5] | pharyngeal arch [0.493] | sphincter muscle [0.473] || larynx [0.472] | appendage musculature [0.468] | Increased muscle fatiguability [0.466] || larynx [0.532] | appendage musculature [0.525] | pharyngeal arch [0.514],PROMOT mapping: 'Pharyngeal swallowing' (LLM score: 0.5977) | Candidates: larynx [0.598] | pharynx [0.518] | respiratory primordium [0.487] | PROMOT mapping: 'Endurance of muscle of pharynx' (LLM score: 0.4694) | Candidates: larynx [0.469] | Abnormal muscle tone [0.457] | sphincter muscle [0.453] | PROMOT mapping: 'Endurance of a set of pharyngeal muscles' (LLM score: 0.4998) | Candidates: larynx [0.5] | pharyngeal arch [0.493] | sphincter muscle [0.473] | PROMOT mapping: 'Power of muscle of pharynx' (LLM score: 0.4722) | Candidates: larynx [0.472] | appendage musculature [0.468] | Increased muscle fatiguability [0.466] | PROMOT mapping: 'Power of a set of pharyngeal muscles' (LLM score: 0.5318) | Candidates: larynx [0.532] | appendage musculature [0.525] | pharyngeal arch [0.514]
http://purl.obolibrary.org/obo/NCIT_C38053,Electrocardiography,"",http://id.who.int/icd/entity/723665457,"","","","","","","","","","","","","","",0.5363,Electrocardiography [0.536] | extrapyramidal and movement disease [0.469] | endocrine system [0.459],PROMOT mapping: 'Energy and drive functions' (LLM score: 0.5363) | Candidates: Electrocardiography [0.536] | extrapyramidal and movement disease [0.469] | endocrine system [0.459]
http://purl.obolibrary.org/obo/MONDO_0016372,glossopharyngeal neuralgia,"",http://id.who.int/icd/entity/75971722,"","","","","","","","","","",http://id.who.int/icd/entity/1896301954,Listening,"","",0.4121,glossopharyngeal neuralgia [0.412] | Abnormality of the voice [0.411] | auditory system [0.399],PROMOT mapping: 'Reception of spoken language' (LLM score: 0.4121) | Candidates: glossopharyngeal neuralgia [0.412] | Abnormality of the voice [0.411] | auditory system [0.399]
http://purl.obolibrary.org/obo/HP_0000119,Abnormality of the genitourinary system,"",http://id.who.int/icd/entity/826593815,"","","","","","","","","","","","","","",0.6952,Abnormality of the genitourinary system [0.695] | reproductive structure [0.676] | reproductive organ [0.652],PROMOT mapping: 'Structures related to the genitourinary and reproductive systems' (LLM score: 0.6952) | Candidates: Abnormality of the genitourinary system [0.695] | reproductive structure [0.676] | reproductive organ [0.652]
http://purl.obolibrary.org/obo/MONDO_0018780,congenital generalized hypercontractile muscle stiffness syndrome,"",http://id.who.int/icd/entity/841397411,"","","","","","","","","","","","","","",0.5728,congenital generalized hypercontractile muscle stiffness syndrome [0.573] | rippling muscle disease [0.54] | myotonic syndrome [0.521],PROMOT mapping: 'Sensation of muscle stiffness' (LLM score: 0.5728) | Candidates: congenital generalized hypercontractile muscle stiffness syndrome [0.573] | rippling muscle disease [0.54] | myotonic syndrome [0.521]
http://purl.obolibrary.org/obo/UBERON_0005423,developing anatomical structure,"",http://id.who.int/icd/entity/859818654,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.6734,developing anatomical structure [0.673] | primitive urogenital sinus [0.648] | embryo [0.597],"PROMOT mapping: 'Penis, testes and scrotum development' (LLM score: 0.6734) | Candidates: developing anatomical structure [0.673] | primitive urogenital sinus [0.648] | embryo [0.597]"
http://purl.obolibrary.org/obo/HP_0001824,Weight loss,"",http://id.who.int/icd/entity/862066979,http://snomed.info/id/5880005|http://snomed.info/id/5880005|http://snomed.info/id/5880005|http://snomed.info/id/5880005|http://snomed.info/id/5880005,Clinical examination|Examination of patient|PE - Physical examination|Physical examination|Physical examination procedure,"","","","","","","","","","","","",0.5878,Weight loss [0.588] | Abnormal homeostasis [0.447] | food storage organ [0.427],PROMOT mapping: 'Weight maintenance functions' (LLM score: 0.5878) | Candidates: Weight loss [0.588] | Abnormal homeostasis [0.447] | food storage organ [0.427]
http://purl.obolibrary.org/obo/MONDO_0021117,lung neoplasm,"",http://id.who.int/icd/entity/870135798,http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0002882|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949|http://purl.obolibrary.org/obo/HP_0032341,Neonatal respiratory distress|Respiratory failure|Sudden episodic apnea|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy|Reduced forced vital capacity,"","","","","","",http://id.who.int/icd/entity/1470583183|http://id.who.int/icd/entity/446199613,Functions of breathing through the mouth|Respiration functions,"","","","",0.5738,lung neoplasm [0.574] | respiratory system disorder [0.567] | outflow tract pulmonary component [0.566],PROMOT mapping: 'Lungs' (LLM score: 0.5738) | Candidates: lung neoplasm [0.574] | respiratory system disorder [0.567] | outflow tract pulmonary component [0.566]
http://purl.obolibrary.org/obo/HP_0012532,Chronic pain,"",http://id.who.int/icd/entity/893697482,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.6178,Chronic pain [0.618] | neurological pain disorder [0.595] | chronic pain syndrome [0.589],PROMOT mapping: 'Generalized pain' (LLM score: 0.6178) | Candidates: Chronic pain [0.618] | neurological pain disorder [0.595] | chronic pain syndrome [0.589]
http://purl.obolibrary.org/obo/UBERON_0002529,limb segment,"",http://id.who.int/icd/entity/902262669,http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","","","","","","","",0.6676,limb segment [0.668] | articular capsule [0.657] | superficial fascia [0.651],"PROMOT mapping: 'Extra-articular ligaments, fasciae, extramuscular aponeuroses, retinacula, septa, bursae, unspecified' (LLM score: 0.6676) | Candidates: limb segment [0.668] | articular capsule [0.657] | superficial fascia [0.651]"
http://purl.obolibrary.org/obo/PATO_0001690,contractile,"",http://id.who.int/icd/entity/909196092|http://purl.obolibrary.org/obo/PROMOT_0010008,"","","","","","","","","","","","","","",0.4679,contractile [0.458] | cleaving embryo [0.442] | cleavage stage [0.438] || contractile [0.468] | data entity [0.447] | quality [0.421],PROMOT mapping: 'Communicating - producing' (LLM score: 0.4578) | Candidates: contractile [0.458] | cleaving embryo [0.442] | cleavage stage [0.438] | PROMOT mapping: 'statement about a consent' (LLM score: 0.4679) | Candidates: contractile [0.468] | data entity [0.447] | quality [0.421]
http://purl.obolibrary.org/obo/MONDO_0035586,Cramp-fasciculation syndrome,"",http://id.who.int/icd/entity/919003335,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5876,Cramp-fasciculation syndrome [0.588] | Wheezing [0.501] | acute [0.486],PROMOT mapping: 'Crawling' (LLM score: 0.5876) | Candidates: Cramp-fasciculation syndrome [0.588] | Wheezing [0.501] | acute [0.486]
http://purl.obolibrary.org/obo/UBERON_0007651,anatomical junction,"",http://id.who.int/icd/entity/982325691,"","","","","","","","","","","","","","",0.5485,anatomical junction [0.549] | digestive tract junction [0.502] | Autistic behavior [0.502],PROMOT mapping: 'Interpersonal interactions and relationships' (LLM score: 0.5485) | Candidates: anatomical junction [0.549] | digestive tract junction [0.502] | Autistic behavior [0.502]
http://purl.obolibrary.org/obo/MONDO_0009689,congenital myasthenic syndrome 6,"",http://purl.obolibrary.org/obo/PROMOT_0000001,"","","","","","","","","","","","","","",0.6158,"congenital myasthenic syndrome 6 [0.616] | SCN4A-related myopathy, autosomal recessive [0.611] | congenital myasthenic syndrome 1A [0.607]","PROMOT mapping: 'CMS related mutation' (LLM score: 0.6158) | Candidates: congenital myasthenic syndrome 6 [0.616] | SCN4A-related myopathy, autosomal recessive [0.611] | congenital myasthenic syndrome 1A [0.607]"
http://purl.obolibrary.org/obo/MONDO_0100121,"SCN4A-related myopathy, autosomal recessive","",http://purl.obolibrary.org/obo/PROMOT_0000002,"","","","","","","","","","","","","","",0.6293,"SCN4A-related myopathy, autosomal recessive [0.629] | congenital multicore myopathy with external ophthalmoplegia [0.623] | mitochondrial complex IV deficiency, nuclear-type [0.605]","PROMOT mapping: 'CMYO related mutation' (LLM score: 0.6293) | Candidates: SCN4A-related myopathy, autosomal recessive [0.629] | congenital multicore myopathy with external ophthalmoplegia [0.623] | mitochondrial complex IV deficiency, nuclear-type [0.605]"
http://purl.obolibrary.org/obo/MONDO_1060116,FDXR-related optic atrophy mitochondrial dysfunction syndrome,"",http://purl.obolibrary.org/obo/PROMOT_0000003,"","","","","","","","","","","","","","",0.6296,FDXR-related optic atrophy mitochondrial dysfunction syndrome [0.63] | ALS2-related motor neuron disease [0.618] | inborn mitochondrial metabolism disorder [0.617],PROMOT mapping: 'OPMD related mutation' (LLM score: 0.6296) | Candidates: FDXR-related optic atrophy mitochondrial dysfunction syndrome [0.63] | ALS2-related motor neuron disease [0.618] | inborn mitochondrial metabolism disorder [0.617]
http://purl.obolibrary.org/obo/MONDO_0011527,Charcot-Marie-Tooth disease type 4E,"",http://purl.obolibrary.org/obo/PROMOT_0000004,"","","","","","","","","","","","","","",0.5905,Charcot-Marie-Tooth disease type 4E [0.591] | Charcot-Marie-Tooth disease axonal type 2K [0.587] | Charcot-Marie-Tooth disease type 1E [0.576],PROMOT mapping: 'CHRNE variant' (LLM score: 0.5905) | Candidates: Charcot-Marie-Tooth disease type 4E [0.591] | Charcot-Marie-Tooth disease axonal type 2K [0.587] | Charcot-Marie-Tooth disease type 1E [0.576]
